1	95300,347600	110000,362600	-1	96,218	16,20	100,100	10,10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000001#
2	99300,350600	107000,360600	-1	96,95	28,28	100,100	10,10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000002#
3	55200,324000	80500,337700	-1	218	14	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000003#
4	63200,324000	80500,333700	-1	131	56	100	20	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000004#
5	81500,323300	96900,343300	-1	96	14	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000005#
6	82500,322300	95900,332300	-1	62	24	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000006#
7	82500,332300	95900,342300	-1	48	31	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000007#
8	96700,323500	112000,347900	-1	218	14	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000008#
9	95700,322500	111000,333500	-1	62	25	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000009#
10	95700,335500	111000,346900	-1	48	32	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000010#
11	112000,323500	128400,335500	-1	96	14	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000011#
12	113000,323500	126400,330500	-1	134	59	100	20	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000012#
13	126800,323100	140000,340000	-1	218	14	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000013#
14	128800,325100	139000,335000	-1	45	37	100	20	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000014#
15	140000,323100	154600,339000	-1	43	17	100	15	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000015#
16	142000,325100	152600,334000	-1	102	51	100	25	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000016#
17	55100,296300	82300,322400	-1	48,218	17,19	100,100	10,10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000017#
18	59100,301300	78300,317400	-1	100,294	59,52	100,100	60,15	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000018#
19	81500,296700	95400,309000	-1	62	16	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000019#
20	84500,298700	92400,307000	-1	203	63	100	15	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000020#
21	96400,296200	117000,309000	-1	294	10	100	15	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000021#
22	98400,296200	107000,306000	-1	49	35	100	25	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000022#
23	115300,300700	119000,304600	-1	106,45	1,5	100,100	300,60	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000023#
24	54900,288100	118800,298500	-1	218	24	100	10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000024#
25	54900,290100	88800,297500	-1	101	42	100	60	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000025#
26	104800,292100	113800,297500	-1	210	25	100	25	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000026#
27	119000,290000	137100,303700	-1	294	17	100	15	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000027#
28	120000,293000	131100,301700	-1	200	42	100	30	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000028#
29	148500,288900	154900,322200	-1	100	17	100	60	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000029#
30	149500,287900	151900,306200	-1	241	25	100	30	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000030#
31	149500,307200	151900,321200	-1	210	32	100	25	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000031#
32	118300,304500	127900,322000	-1	43	10	100	15	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000032#
33	119300,305500	126900,316000	-1	49	37	100	25	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000033#
34	112000,345500	124900,362900	-1	96,218	11,14	100,100	10,10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000034#
35	113000,350500	123900,360900	-1	188,247	28,21	100,100	10,10	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000035#
36	126800,340000	140000,347600	-1	100	9	100	60	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000036#
37	128800,341000	138000,346600	-1	129	42	100	20	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000037#
38	140000,339000	152600,347600	-1	251	10	100	30	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000038#
39	140000,339000	147600,343600	-1	251	5	100	40	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000039#
40	149600,342600	151600,344600	-1	290,145	1,3	100,100	300,40	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000040#
41	137000,290000	147100,303700	-1	43	14	100	15	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000041#
42	138000,294000	146100,300700	-1	241	46	100	30	40	0	#MAGICSEA_MAGICSEACHASPN_TXT_000042#
